id,short_name,long_name,player_positions,overall,value_eur,age,dob,height_cm,weight_kg,club_name,club_position,club_jersey_number,club_joined,nationality,nation_position,nation_jersey_number,preferred_foot,player_traits,pace,shooting,passing,dribbling,defending,physic,pace_acceleration,pace_sprint_speed,shooting_finishing,shooting_shot_power,shooting_long_shots,shooting_positioning,shooting_penalties,passing_crossing,passing_short_passing,passing_curve,passing_fk_accuracy,passing_long_passing,passing_vision,dribbling_dribbling,dribbling_ball_control,dribbling_agility,dribbling_reactions,dribbling_balance,dribbling_composure,defending_heading_accuracy,defending_interceptions,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,physic_aggression,physic_jumping,physic_stamina,physic_strength,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
515,C. Kelleher,Caoimhin Kelleher,GK,67,"  2,200,000 ",22,1998-11-23,188,74,Liverpool,SUB,62,2017-07-01,Republic of Ireland,SUB,16,Right,GK Long Throw,72,71,72,78,34,68,41,38,6,50,8,4,14,13,32,12,11,36,31,10,14,42,63,48,40,13,12,18,10,14,21,68,19,54,67,63,67,64,70,https://cdn.sofifa.com/players/240/913/22_120.png,https://cdn.sofifa.com/teams/9/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1355/60.png,https://cdn.sofifa.com/flags/ie.png
516,A. Idah,Adam Uche Idah,ST,67,"  2,500,000 ",20,2001-02-11,190,83,Norwich City,SUB,35,2018-07-01,Republic of Ireland,ST,19,Right,Dives Into Tackles (AI),72,68,42,64,22,66,69,75,69,73,61,68,63,38,49,49,30,37,41,64,66,65,63,54,64,65,17,18,17,11,53,66,59,74,12,13,9,10,6,https://cdn.sofifa.com/players/244/288/22_120.png,https://cdn.sofifa.com/teams/1792/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1355/60.png,https://cdn.sofifa.com/flags/ie.png
517,R. Brady,Robbie Brady,"LM, RM",73,  -   ,29,1992-01-14,176,69,Sheffield United,SUB,5,2014-07-01,Republic of Ireland,RM,10,Left,"Injury Prone, Early Crosser, Technical Dribbler (AI)",66,70,74,74,65,63,69,64,66,76,71,71,72,77,71,76,74,74,76,74,75,74,74,76,73,52,66,63,68,71,60,74,68,60,12,8,13,7,7,https://cdn.sofifa.com/players/201/884/22_120.png,,,https://cdn.sofifa.com/teams/1355/60.png,https://cdn.sofifa.com/flags/ie.png
518,J. Hendrick,Jeff Patrick Hendrick,"CM, RM",74,"  4,100,000 ",29,1992-01-31,185,79,Newcastle United,SUB,16,2020-08-24,Republic of Ireland,RCM,13,Right,Outside Foot Shot,64,68,74,74,70,74,65,63,66,74,68,74,60,72,76,72,64,75,74,76,75,66,75,71,74,64,70,73,69,67,75,74,74,73,12,6,9,9,14,https://cdn.sofifa.com/players/200/478/22_120.png,https://cdn.sofifa.com/teams/13/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1355/60.png,https://cdn.sofifa.com/flags/ie.png
519,J. Egan,John Egan,CB,75,"  5,500,000 ",28,1992-10-20,185,75,Sheffield United,CB,12,2018-07-19,Republic of Ireland,RCB,5,Right,Leadership,64,46,54,61,76,77,62,65,43,62,41,38,42,32,71,36,29,69,44,55,68,60,75,66,64,76,76,75,76,75,78,77,71,80,15,10,9,8,6,https://cdn.sofifa.com/players/204/936/22_120.png,https://cdn.sofifa.com/teams/1794/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1355/60.png,https://cdn.sofifa.com/flags/ie.png
520,M. Doherty,Matthew James Doherty,"RB, RWB",78,"  12,500,000 ",29,1992-01-16,182,87,Tottenham Hotspur,SUB,2,2020-08-30,Republic of Ireland,RB,14,Right,"Solid Player, Early Crosser",68,64,73,75,75,76,69,68,62,76,63,75,48,80,78,63,45,69,68,74,79,67,80,67,70,74,76,74,77,75,76,82,81,72,15,8,12,11,9,https://cdn.sofifa.com/players/201/417/22_120.png,https://cdn.sofifa.com/teams/18/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1355/60.png,https://cdn.sofifa.com/flags/ie.png
521,J. McClean,James Joseph McClean,"LM, LW, LWB",69,"  1,100,000 ",32,1989-04-22,180,70,Wigan Athletic,SUB,23,2021-08-17,Republic of Ireland,LM,11,Left,Dives Into Tackles (AI),71,64,66,70,62,75,72,71,63,70,62,67,65,70,66,67,61,62,64,68,71,75,69,73,66,67,56,65,61,63,88,68,75,70,6,16,16,15,15,https://cdn.sofifa.com/players/198/489/22_120.png,https://cdn.sofifa.com/teams/1917/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1355/60.png,https://cdn.sofifa.com/flags/ie.png
522,J. Molumby,Jayson Patrick Molumby,"CM, CDM",67,"  2,300,000 ",21,1999-08-06,176,68,West Bromwich Albion,SUB,14,2017-07-01,Republic of Ireland,LCM,22,Right,"Leadership, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Team Player",64,51,62,67,61,63,65,63,48,54,51,58,57,49,72,46,42,70,62,66,70,62,69,65,64,48,65,59,65,58,74,44,72,56,8,7,10,12,9,https://cdn.sofifa.com/players/236/344/22_120.png,https://cdn.sofifa.com/teams/109/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1355/60.png,https://cdn.sofifa.com/flags/ie.png
523,S. Duffy,Shane Patrick Michael Duffy,CB,72,"  2,000,000 ",29,1992-01-01,193,76,Brighton & Hove Albion,CB,24,2016-08-26,Republic of Ireland,LCB,4,Right,"Power Header, Team Player",41,47,49,47,72,79,40,42,40,62,49,58,45,38,60,37,33,60,41,45,55,32,62,36,57,79,72,68,73,71,83,87,63,84,9,11,16,8,12,https://cdn.sofifa.com/players/192/622/22_120.png,https://cdn.sofifa.com/teams/1808/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1355/60.png,https://cdn.sofifa.com/flags/ie.png
524,E. Stevens,Enda Stevens,LWB,74,"  3,600,000 ",30,1990-07-09,183,78,Sheffield United,SUB,3,2017-07-01,Republic of Ireland,LB,3,Left,"Solid Player, Early Crosser",71,45,66,72,70,73,69,72,43,57,38,57,52,76,69,70,53,58,57,74,72,66,70,66,65,56,71,72,74,68,63,65,81,73,9,16,8,7,15,https://cdn.sofifa.com/players/192/546/22_120.png,https://cdn.sofifa.com/teams/1794/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1355/60.png,https://cdn.sofifa.com/flags/ie.png
525,D. Randolph,Darren Randolph,GK,75,"  950,000 ",34,1987-05-12,188,78,West Ham United,RES,35,2020-01-15,Republic of Ireland,GK,23,Right,Comes For Crosses,80,67,72,78,74,77,41,44,14,50,14,11,30,11,33,15,14,34,35,14,33,50,73,43,36,16,18,15,14,14,29,61,34,57,77,72,67,73,76,https://cdn.sofifa.com/players/169/697/22_120.png,https://cdn.sofifa.com/teams/19/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1355/60.png,https://cdn.sofifa.com/flags/ie.png
526,C. Hourihane,Conor Hourihane,"CM, CDM",74,"  4,000,000 ",30,1991-02-02,180,62,Sheffield United,SUB,24,2017-08-08,Republic of Ireland,CDM,6,Left,"Solid Player, Playmaker (AI)",57,70,76,70,66,74,60,54,68,71,77,68,64,74,77,74,78,74,76,65,74,77,75,76,68,57,70,60,72,64,75,74,87,67,9,16,11,6,9,https://cdn.sofifa.com/players/193/849/22_120.png,https://cdn.sofifa.com/teams/1794/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1355/60.png,https://cdn.sofifa.com/flags/ie.png
527,A. Toșca,Alin Dorinel Toșca,"CB, LB",70,"  1,500,000 ",29,1992-03-14,181,78,Gazişehir Gaziantep F.K.,LCB,6,2019-07-22,Romania,SUB,3,Left,Solid Player,70,46,61,61,70,70,71,70,46,47,44,54,41,63,69,39,34,62,55,57,63,67,67,61,60,70,70,66,72,74,69,63,66,73,13,6,12,12,12,https://cdn.sofifa.com/players/233/512/22_120.png,https://cdn.sofifa.com/teams/110776/60.png,https://cdn.sofifa.com/flags/tr.png,https://cdn.sofifa.com/teams/1356/60.png,https://cdn.sofifa.com/flags/ro.png
528,D. Sorescu,Deian Cristian Sorescu,"RB, LM, RM",70,"  2,100,000 ",23,1997-08-29,176,72,FC Dinamo 1948 Bucureşti,RW,22,2018-07-01,Romania,SUB,13,Right,"Finesse Shot, Long Shot Taker (AI), Speed Dribbler (AI)",91,67,64,71,61,73,90,91,68,73,68,64,45,64,65,68,67,62,62,69,69,82,65,80,62,55,62,60,63,59,68,73,92,65,6,10,10,6,8,https://cdn.sofifa.com/players/246/562/22_120.png,https://cdn.sofifa.com/teams/100757/60.png,https://cdn.sofifa.com/flags/ro.png,https://cdn.sofifa.com/teams/1356/60.png,https://cdn.sofifa.com/flags/ro.png
529,D. Olaru,Darius Dumitru Olaru,"CM, CAM, RM",70,"  3,200,000 ",23,1998-03-03,177,71,FCSB (Steaua),CAM,27,2020-01-01,Romania,SUB,19,Right,"Power Free-Kick, Finesse Shot, Playmaker (AI)",81,69,70,72,60,74,82,81,68,74,72,66,65,64,71,69,70,70,72,70,72,80,70,84,70,63,57,59,62,59,72,72,83,70,12,10,7,12,15,https://cdn.sofifa.com/players/247/972/22_120.png,https://cdn.sofifa.com/teams/100761/60.png,https://cdn.sofifa.com/flags/ro.png,https://cdn.sofifa.com/teams/1356/60.png,https://cdn.sofifa.com/flags/ro.png
530,D. Rotariu,Dorin Rotariu,"CAM, RW",69,  -   ,25,1995-07-29,180,72,Sevilla FC,SUB,3,2018-07-21,Romania,SUB,11,Left,Technical Dribbler (AI),75,66,65,74,31,54,76,75,67,69,66,66,56,66,66,71,60,61,63,74,71,88,65,79,64,70,30,22,29,27,35,65,58,59,13,8,10,14,9,https://cdn.sofifa.com/players/223/074/22_120.png,,,https://cdn.sofifa.com/teams/1356/60.png,https://cdn.sofifa.com/flags/ro.png
531,A. Cordea,Andrei Ioan Cordea,"RW, LM, RM",68,"  2,700,000 ",22,1999-06-24,180,75,FCSB (Steaua),RW,98,2021-06-15,Romania,SUB,2,Left,"Finesse Shot, Flair, Speed Dribbler (AI)",84,64,66,69,40,66,80,87,65,70,66,60,55,68,68,67,60,63,64,67,68,84,61,81,69,37,35,42,42,40,60,62,77,64,10,8,13,11,8,https://cdn.sofifa.com/players/251/236/22_120.png,https://cdn.sofifa.com/teams/100761/60.png,https://cdn.sofifa.com/flags/ro.png,https://cdn.sofifa.com/teams/1356/60.png,https://cdn.sofifa.com/flags/ro.png
532,A. Vlad,Andrei Daniel Vlad,GK,67,"  1,300,000 ",22,1999-04-15,190,85,FCSB (Steaua),GK,99,2017-07-09,Romania,SUB,12,Right,"Rushes Out Of Goal, Cautious With Crosses, Saves with Feet",72,69,74,79,44,65,38,45,15,53,19,15,19,15,29,12,14,22,52,19,14,48,60,37,48,12,19,18,15,11,28,52,33,44,67,68,70,62,71,https://cdn.sofifa.com/players/248/018/22_120.png,https://cdn.sofifa.com/teams/100761/60.png,https://cdn.sofifa.com/flags/ro.png,https://cdn.sofifa.com/teams/1356/60.png,https://cdn.sofifa.com/flags/ro.png
533,A. Rus,Adrián Rus,"CB, CDM",65,  -   ,25,1996-03-18,183,76,Olympiacos CFP,SUB,20,2019-01-01,Romania,SUB,17,Right,Dives Into Tackles (AI),71,47,53,58,64,71,73,69,42,56,52,46,44,42,62,47,36,57,52,54,60,65,60,65,66,63,63,64,64,65,69,65,65,76,12,13,15,13,10,https://cdn.sofifa.com/players/248/040/22_120.png,,,https://cdn.sofifa.com/teams/1356/60.png,https://cdn.sofifa.com/flags/ro.png
534,J. Marković,Jovan Marković,ST,64,"  1,300,000 ",20,2001-03-23,183,75,Universitatea Craiova,SUB,20,2017-03-23,Romania,SUB,9,Right,"Flair, Technical Dribbler (AI)",74,61,53,67,36,69,73,75,63,66,54,65,55,43,56,60,47,52,59,65,67,77,57,74,68,60,33,30,36,32,64,75,62,74,10,14,12,8,9,https://cdn.sofifa.com/players/238/273/22_120.png,https://cdn.sofifa.com/teams/308/60.png,https://cdn.sofifa.com/flags/ro.png,https://cdn.sofifa.com/teams/1356/60.png,https://cdn.sofifa.com/flags/ro.png
535,M. Marin,Marius Mihai Marin,"CM, RM",64,  -   ,22,1998-08-30,180,75,Panathinaikos FC,RES,34,2014-07-01,Romania,SUB,15,Right,Power Header,73,53,65,65,60,63,73,73,49,60,59,47,57,62,68,60,58,65,66,64,66,65,63,64,60,57,60,58,63,59,63,67,66,62,13,5,11,13,15,https://cdn.sofifa.com/players/252/313/22_120.png,,,https://cdn.sofifa.com/teams/1356/60.png,https://cdn.sofifa.com/flags/ro.png
536,F. Iacob,Florin Iacob,GK,64,"  575,000 ",27,1993-08-16,180,84,AFC UTA Arad,GK,93,2019-07-01,Romania,SUB,16,Right,Saves with Feet,70,74,74,75,65,66,48,45,11,50,9,8,12,15,31,12,14,21,38,13,15,41,68,46,27,12,16,8,11,13,31,62,32,52,64,64,67,48,71,https://cdn.sofifa.com/players/257/794/22_120.png,https://cdn.sofifa.com/teams/110750/60.png,https://cdn.sofifa.com/flags/ro.png,https://cdn.sofifa.com/teams/1356/60.png,https://cdn.sofifa.com/flags/ro.png
537,A. Rațiu,Andrei Florin Rațiu,"RM, RW, CM",62,"  875,000 ",23,1998-06-20,183,72,SD Huesca,SUB,2,2021-08-04,Romania,SUB,21,Right,"Flair, Speed Dribbler (AI), Outside Foot Shot, Technical Dribbler (AI)",65,54,59,65,59,58,67,63,50,60,58,59,36,63,62,66,45,59,52,68,63,67,61,56,50,60,56,60,58,59,64,55,57,56,9,11,12,11,12,https://cdn.sofifa.com/players/248/165/22_120.png,https://cdn.sofifa.com/teams/110839/60.png,https://cdn.sofifa.com/flags/es.png,https://cdn.sofifa.com/teams/1356/60.png,https://cdn.sofifa.com/flags/ro.png
538,D. Nedelcu,Dragoș Ionuț Nedelcu,"CDM, CB",68,"  1,700,000 ",24,1997-02-16,189,78,Fortuna Düsseldorf,LCB,16,2020-09-06,Romania,SUB,14,Right,"Injury Prone, Long Passer (AI), Long Shot Taker (AI)",60,56,62,59,66,70,62,59,46,71,69,58,49,52,68,56,46,70,63,59,62,53,66,53,65,65,66,66,68,64,67,73,72,70,13,13,5,12,14,https://cdn.sofifa.com/players/242/845/22_120.png,https://cdn.sofifa.com/teams/110636/60.png,https://cdn.sofifa.com/flags/de.png,https://cdn.sofifa.com/teams/1356/60.png,https://cdn.sofifa.com/flags/ro.png
539,D. Alibec,Denis Alibec,ST,70,"  1,600,000 ",30,1991-01-05,187,88,CFR Cluj,SUB,77,2020-08-16,Romania,ST,7,Left,Flair,68,72,65,71,40,81,69,67,71,78,72,68,69,59,67,73,71,59,68,73,73,64,64,57,65,60,33,35,43,40,86,67,70,85,16,6,12,6,8,https://cdn.sofifa.com/players/197/971/22_120.png,https://cdn.sofifa.com/teams/110816/60.png,https://cdn.sofifa.com/flags/ro.png,https://cdn.sofifa.com/teams/1356/60.png,https://cdn.sofifa.com/flags/ro.png
540,D. Man,Dennis Man,RW,74,"  9,500,000 ",22,1998-08-26,183,82,Parma,RW,98,2021-01-29,Romania,RW,20,Left,"Finesse Shot, Technical Dribbler (AI)",86,72,68,75,48,70,88,85,77,69,68,71,62,70,67,64,66,64,70,72,75,87,68,81,72,68,47,43,48,45,68,66,81,66,5,13,7,8,13,https://cdn.sofifa.com/players/239/978/22_120.png,https://cdn.sofifa.com/teams/50/60.png,https://cdn.sofifa.com/flags/it.png,https://cdn.sofifa.com/teams/1356/60.png,https://cdn.sofifa.com/flags/ro.png
541,N. Stanciu,Nicolae Claudiu Stanciu,"CAM, CM",78,"  14,000,000 ",28,1993-05-07,170,63,SK Slavia Praha,CAM,7,2019-07-04,Romania,RCM,23,Right,"Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",72,75,80,80,59,68,75,70,74,77,78,74,73,78,79,84,83,82,80,79,79,86,80,87,76,66,57,59,57,57,69,63,83,61,14,7,13,10,12,https://cdn.sofifa.com/players/212/207/22_120.png,https://cdn.sofifa.com/teams/266/60.png,https://cdn.sofifa.com/flags/cz.png,https://cdn.sofifa.com/teams/1356/60.png,https://cdn.sofifa.com/flags/ro.png
542,V. Chiricheș,Vlad Iulian Chiricheș,CB,73,"  2,100,000 ",31,1989-11-14,184,75,U.S. Sassuolo Calcio,LCB,21,2019-09-02,Romania,RCB,6,Right,"Injury Prone, Long Shot Taker (AI)",56,62,56,62,75,66,53,59,56,75,69,36,51,46,68,46,25,70,46,59,65,56,72,66,67,73,76,76,75,73,75,69,56,68,7,11,10,14,13,https://cdn.sofifa.com/players/205/943/22_120.png,https://cdn.sofifa.com/teams/111974/60.png,https://cdn.sofifa.com/flags/it.png,https://cdn.sofifa.com/teams/1356/60.png,https://cdn.sofifa.com/flags/ro.png
543,C. Manea,Cristian Marian Manea,RB,68,"  1,700,000 ",23,1997-08-09,183,77,CFR Cluj,RB,4,2020-09-07,Romania,RB,4,Right,"Long Throw-in, Early Crosser",75,48,61,62,65,72,76,75,42,61,46,54,55,65,65,58,61,63,50,60,62,67,65,69,63,63,64,67,64,63,67,74,76,72,10,9,6,7,10,https://cdn.sofifa.com/players/223/229/22_120.png,https://cdn.sofifa.com/teams/110816/60.png,https://cdn.sofifa.com/flags/ro.png,https://cdn.sofifa.com/teams/1356/60.png,https://cdn.sofifa.com/flags/ro.png
544,I. Hagi,Ianis Hagi,CF,74,"  9,500,000 ",22,1998-10-22,182,72,Rangers FC,SUB,7,2020-07-14,Romania,LW,10,Right,"Flair, Long Shot Taker (AI), Playmaker (AI)",76,71,74,76,36,68,78,75,70,71,74,72,67,71,75,80,68,72,76,76,75,85,71,69,71,60,32,38,31,33,57,47,84,67,6,9,16,15,13,https://cdn.sofifa.com/players/226/568/22_120.png,https://cdn.sofifa.com/teams/86/60.png,https://cdn.sofifa.com/flags/gb-sct.png,https://cdn.sofifa.com/teams/1356/60.png,https://cdn.sofifa.com/flags/ro.png
545,A. Cicâldău,Alexandru Cicâldău,"CM, CAM",73,"  4,800,000 ",23,1997-07-08,178,76,Galatasaray SK,LCM,33,2021-07-24,Romania,LCM,8,Right,"Long Shot Taker (AI), Playmaker (AI)",67,69,73,73,62,72,66,68,66,74,73,70,73,69,74,73,75,72,73,70,73,81,70,81,71,50,65,61,67,60,74,81,90,62,5,8,14,10,14,https://cdn.sofifa.com/players/243/001/22_120.png,https://cdn.sofifa.com/teams/325/60.png,https://cdn.sofifa.com/flags/tr.png,https://cdn.sofifa.com/teams/1356/60.png,https://cdn.sofifa.com/flags/ro.png
546,I. Nedelcearu,Ionuț Nedelcearu,CB,70,"  2,200,000 ",25,1996-04-24,190,85,Crotone,LCB,27,2021-07-16,Romania,LCB,5,Right,Power Header,61,46,52,56,69,78,61,61,46,55,41,42,48,40,62,42,44,65,43,53,58,57,67,55,72,69,67,69,72,68,83,60,70,81,6,13,14,14,5,https://cdn.sofifa.com/players/242/614/22_120.png,https://cdn.sofifa.com/teams/110734/60.png,https://cdn.sofifa.com/flags/it.png,https://cdn.sofifa.com/teams/1356/60.png,https://cdn.sofifa.com/flags/ro.png
547,Camora,Mário Jorge Malico Paulino,LB,72,"  850,000 ",34,1986-11-10,177,69,CFR Cluj,LB,45,2011-07-07,Romania,LB,22,Left,"Long Throw-in, Leadership, Early Crosser, Team Player",72,57,68,65,67,71,70,74,50,68,65,62,57,71,68,65,66,69,63,61,66,70,69,76,54,58,69,66,68,69,66,60,87,67,12,14,9,12,8,https://cdn.sofifa.com/players/191/058/22_120.png,https://cdn.sofifa.com/teams/110816/60.png,https://cdn.sofifa.com/flags/ro.png,https://cdn.sofifa.com/teams/1356/60.png,https://cdn.sofifa.com/flags/ro.png
548,F. Niță,Florin Constantin Niţă,GK,76,"  2,400,000 ",33,1987-07-03,184,78,AC Sparta Praha,GK,1,2018-02-01,Romania,GK,1,Right,"Long Shot Taker (AI), Speed Dribbler (AI)",56,73,51,68,35,72,25,31,8,53,5,4,11,14,23,10,13,22,39,18,11,28,64,64,62,13,8,14,13,14,20,61,36,79,76,75,70,77,77,https://cdn.sofifa.com/players/238/033/22_120.png,https://cdn.sofifa.com/teams/267/60.png,https://cdn.sofifa.com/flags/cz.png,https://cdn.sofifa.com/teams/1356/60.png,https://cdn.sofifa.com/flags/ro.png
549,R. Marin,Răzvan Gabriel Marin,CM,74,"  6,000,000 ",25,1996-05-23,178,75,Cagliari,RCM,8,2021-07-01,Romania,CDM,18,Right,Long Shot Taker (AI),67,73,78,74,61,65,69,66,67,84,78,68,76,76,79,78,76,80,76,73,76,73,69,70,71,55,67,60,61,58,71,65,75,57,11,14,6,8,8,https://cdn.sofifa.com/players/235/813/22_120.png,https://cdn.sofifa.com/teams/1842/60.png,https://cdn.sofifa.com/flags/it.png,https://cdn.sofifa.com/teams/1356/60.png,https://cdn.sofifa.com/flags/ro.png
550,R. Zobnin,Roman Zobnin,"CDM, CM, RM",78,"  15,000,000 ",27,1994-02-11,182,78,Spartak Moskva,RDM,47,2016-07-01,Russia,SUB,11,Right,Team Player,76,64,74,77,76,72,74,78,62,68,63,68,67,73,78,65,66,76,72,77,81,70,77,65,73,70,73,79,76,75,69,63,90,66,10,8,13,15,9,https://cdn.sofifa.com/players/213/160/22_120.png,https://cdn.sofifa.com/teams/100767/60.png,https://cdn.sofifa.com/flags/ru.png,https://cdn.sofifa.com/teams/1357/60.png,https://cdn.sofifa.com/flags/ru.png
551,A. Miranchuk,Aleksey Miranchuk,"CAM, ST",78,"  17,500,000 ",25,1995-10-17,182,67,Atalanta,SUB,59,2020-09-04,Russia,SUB,15,Left,"Flair, Playmaker (AI), Technical Dribbler (AI)",75,70,76,80,31,62,74,76,71,65,73,78,67,72,78,74,75,75,79,80,80,80,76,78,76,57,36,22,28,29,43,58,75,64,8,8,9,12,15,https://cdn.sofifa.com/players/214/092/22_120.png,https://cdn.sofifa.com/teams/39/60.png,https://cdn.sofifa.com/flags/it.png,https://cdn.sofifa.com/teams/1357/60.png,https://cdn.sofifa.com/flags/ru.png
552,D. Barinov,Dmitriy Barinov,"CDM, CM",75,"  10,500,000 ",24,1996-09-11,179,72,FC Lokomotiv Moscow,RCM,6,2013-04-17,Russia,SUB,3,Right,Team Player,68,59,63,66,74,71,69,67,54,75,63,59,46,42,75,41,49,72,66,63,70,65,75,69,66,68,76,72,76,73,78,60,78,66,10,9,11,15,6,https://cdn.sofifa.com/players/228/675/22_120.png,https://cdn.sofifa.com/teams/100765/60.png,https://cdn.sofifa.com/flags/ru.png,https://cdn.sofifa.com/teams/1357/60.png,https://cdn.sofifa.com/flags/ru.png
553,A. Sobolev,Aleksandr Sobolev,ST,75,"  8,500,000 ",24,1997-03-07,195,85,Spartak Moskva,ST,7,2020-07-01,Russia,SUB,9,Right,Dives Into Tackles (AI),71,75,58,71,42,72,70,72,76,80,69,75,74,35,72,55,58,45,65,73,72,66,73,57,71,78,28,44,41,29,65,75,66,78,5,14,7,7,9,https://cdn.sofifa.com/players/236/899/22_120.png,https://cdn.sofifa.com/teams/100767/60.png,https://cdn.sofifa.com/flags/ru.png,https://cdn.sofifa.com/teams/1357/60.png,https://cdn.sofifa.com/flags/ru.png
554,Y. Dyupin,Yuriy Dyupin,GK,74,  -   ,33,1988-03-17,187,84,Leicester City,SUB,18,2015-08-13,Russia,SUB,16,Right,"Outside Foot Shot, Technical Dribbler (AI)",79,75,67,76,32,77,20,21,6,51,5,5,16,12,24,14,11,22,31,7,12,27,63,43,56,10,6,9,13,13,20,59,27,72,76,71,68,74,78,https://cdn.sofifa.com/players/244/700/22_120.png,,,https://cdn.sofifa.com/teams/1357/60.png,https://cdn.sofifa.com/flags/ru.png
555,A. Ionov,Aleksey Ionov,"RM, LM, ST",73,  -   ,32,1989-02-18,177,69,Hertha BSC,LCB,5,2019-07-29,Russia,SUB,20,Right,Speed Dribbler (AI),79,68,70,73,34,61,80,79,70,68,64,71,66,73,73,57,54,64,72,72,73,81,63,71,66,52,35,44,20,24,66,67,75,51,13,7,10,13,16,https://cdn.sofifa.com/players/187/533/22_120.png,,,https://cdn.sofifa.com/teams/1357/60.png,https://cdn.sofifa.com/flags/ru.png
556,I. Diveev,Igor Diveev,CB,73,"  6,500,000 ",21,1999-09-27,193,85,PFC CSKA Moscow,RCB,78,2019-07-01,Russia,SUB,2,Right,Long Passer (AI),63,34,58,57,75,70,62,63,27,53,29,36,35,34,73,32,57,73,52,56,63,42,69,41,69,72,75,75,76,74,62,71,63,77,14,14,9,11,6,https://cdn.sofifa.com/players/245/703/22_120.png,https://cdn.sofifa.com/teams/315/60.png,https://cdn.sofifa.com/flags/ru.png,https://cdn.sofifa.com/teams/1357/60.png,https://cdn.sofifa.com/flags/ru.png
557,I. Akhmetov,Ilzat Akhmetov,"CM, CDM, CAM",72,"  3,700,000 ",23,1997-12-31,173,67,PFC CSKA Moscow,RDM,7,2018-07-26,Russia,SUB,21,Right,Technical Dribbler (AI),75,58,72,77,61,54,74,75,60,57,60,64,50,63,78,59,50,77,75,78,73,80,72,82,71,45,66,63,62,55,53,52,64,49,8,14,14,7,12,https://cdn.sofifa.com/players/225/614/22_120.png,https://cdn.sofifa.com/teams/315/60.png,https://cdn.sofifa.com/flags/ru.png,https://cdn.sofifa.com/teams/1357/60.png,https://cdn.sofifa.com/flags/ru.png
558,M. Safonov,Matvey Safonov,GK,72,  -   ,22,1999-02-25,192,82,Liverpool,SUB,27,2019-07-30,Russia,SUB,12,Right,"Long Shot Taker (AI), Technical Dribbler (AI)",72,65,69,74,71,77,19,22,7,55,8,7,11,13,24,11,12,26,55,10,18,33,38,26,55,14,13,25,13,14,27,69,26,64,74,74,73,75,76,https://cdn.sofifa.com/players/240/225/22_120.png,,,https://cdn.sofifa.com/teams/1357/60.png,https://cdn.sofifa.com/flags/ru.png
559,D. Fomin,Daniil Fomin,"CDM, CM",72,  -   ,24,1997-03-02,187,78,Stade Rennais FC,LM,20,2020-10-05,Russia,SUB,8,Right,Long Shot Taker (AI),67,65,71,70,68,66,65,69,64,73,62,60,75,63,74,66,67,75,74,73,72,51,74,53,67,62,65,69,73,65,57,63,75,66,9,10,7,7,14,https://cdn.sofifa.com/players/261/529/22_120.png,,,https://cdn.sofifa.com/teams/1357/60.png,https://cdn.sofifa.com/flags/ru.png
560,A. Zabolotnyi,Anton Zabolotnyi,ST,70,"  1,600,000 ",30,1991-06-13,191,90,PFC CSKA Moscow,SUB,91,2021-07-01,Russia,SUB,10,Right,Power Header,69,70,56,61,31,78,59,78,72,73,66,72,68,56,59,61,45,48,56,57,66,65,67,63,60,77,53,20,18,13,72,76,68,86,12,15,10,13,13,https://cdn.sofifa.com/players/194/662/22_120.png,https://cdn.sofifa.com/teams/315/60.png,https://cdn.sofifa.com/flags/ru.png,https://cdn.sofifa.com/teams/1357/60.png,https://cdn.sofifa.com/flags/ru.png
561,A. Mostovoy,Andrey Mostovoy,"LM, RM",69,  -   ,23,1997-11-05,180,77,Tigres U.A.N.L.,SUB,23,2018-01-01,Russia,SUB,27,Right,"Flair, Playmaker (AI), Technical Dribbler (AI)",80,66,61,70,32,55,81,79,72,66,57,67,64,65,67,55,39,48,65,73,69,68,56,64,52,37,23,25,43,34,36,47,64,58,6,14,13,9,7,https://cdn.sofifa.com/players/261/579/22_120.png,,,https://cdn.sofifa.com/teams/1357/60.png,https://cdn.sofifa.com/flags/ru.png
